epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,139.771,5.62126,4.79613,1.41241,0.31724,0.25562,0.2317,0.12538,5.17909,2.94406,1.34038,0.000361301,0.000361301,0.000361301
2,268.948,5.03938,2.32598,1.22421,0.25794,0.14004,0.10386,0.04772,5.30388,2.93642,1.45255,0.000726805,0.000726805,0.000726805
3,364.38,5.0954,2.2593,1.23441,0.30863,0.33191,0.25685,0.10278,5.50121,2.27572,1.61479,0.00108742,0.00108742,0.00108742
4,664.295,5.16833,2.09374,1.25411,0.12074,0.06479,0.07969,0.02614,7.40491,inf,2.2451,0.001089,0.001089,0.001089
5,766.919,5.14112,1.94004,1.23933,0.32593,0.29251,0.25086,0.09613,5.27452,2.73832,1.59447,0.00108167,0.00108167,0.00108167
6,958.121,5.04841,1.90507,1.235,0.46249,0.32021,0.34068,0.14934,4.90122,3.18769,1.53864,0.00107434,0.00107434,0.00107434
7,1088.15,5.00004,1.88396,1.22454,0.37727,0.38198,0.34817,0.17812,4.97108,2.36652,1.39545,0.001067,0.001067,0.001067
8,1160.66,4.92077,1.81165,1.19471,0.43555,0.39518,0.3571,0.18287,5.23439,1.86522,1.46234,0.00105967,0.00105967,0.00105967
9,1233.94,4.84368,1.69085,1.20048,0.49895,0.40172,0.38523,0.18643,4.87385,1.74788,1.32953,0.00105234,0.00105234,0.00105234
10,1306.4,4.82333,1.65749,1.19182,0.4839,0.34257,0.33744,0.15673,5.20775,1.90196,1.46719,0.00104501,0.00104501,0.00104501
11,1375.78,4.82536,1.63933,1.18035,0.44311,0.38326,0.35122,0.1731,5.10094,2.07757,1.3892,0.00103767,0.00103767,0.00103767
12,1447.58,4.81543,1.61416,1.17689,0.47189,0.41123,0.38788,0.20191,4.96171,1.83943,1.38145,0.00103034,0.00103034,0.00103034
13,1518.83,4.81621,1.59021,1.18101,0.54586,0.38949,0.39153,0.19709,4.87474,1.63793,1.34136,0.00102301,0.00102301,0.00102301
14,1591.61,4.8228,1.55281,1.18381,0.52282,0.3968,0.40725,0.20444,4.66475,1.65769,1.35139,0.00101568,0.00101568,0.00101568
15,1659.53,4.90008,1.57215,1.1988,0.54187,0.41367,0.41642,0.21176,4.85135,1.75986,1.33398,0.00100834,0.00100834,0.00100834
16,1734.87,4.83098,1.57437,1.17706,0.55771,0.42428,0.42474,0.21891,4.8255,1.75417,1.34921,0.00100101,0.00100101,0.00100101
17,1800.97,4.71065,1.5769,1.17602,0.54017,0.43086,0.43441,0.23577,4.58337,1.82152,1.3162,0.000993678,0.000993678,0.000993678
18,1872.04,4.71546,1.50687,1.17348,0.50199,0.39729,0.39824,0.20304,4.67489,1.85249,1.29951,0.000986346,0.000986346,0.000986346
19,1921.33,4.65897,1.50942,1.16179,0.54474,0.43796,0.43789,0.23358,4.67588,1.58086,1.32314,0.000979013,0.000979013,0.000979013
20,1976.51,4.66282,1.55063,1.16296,0.5346,0.3311,0.36846,0.17664,4.70479,1.85845,1.41527,0.000971681,0.000971681,0.000971681
21,2049.16,4.70208,1.52745,1.15163,0.53114,0.42799,0.42745,0.22655,4.6073,1.53473,1.30131,0.000964348,0.000964348,0.000964348
22,2111.59,4.64814,1.50043,1.1498,0.53192,0.43995,0.43547,0.22547,4.54444,1.57323,1.286,0.000957015,0.000957015,0.000957015
23,2184.29,4.5886,1.46968,1.14304,0.56349,0.43217,0.44478,0.24283,4.82542,1.64944,1.354,0.000949683,0.000949683,0.000949683
24,2257.5,4.54928,1.44901,1.13848,0.5441,0.46293,0.44547,0.24986,4.63884,1.61485,1.30728,0.00094235,0.00094235,0.00094235
25,2335.35,4.58179,1.44646,1.13751,0.53742,0.44295,0.44428,0.24991,4.46899,1.69365,1.25967,0.000935018,0.000935018,0.000935018
26,2408.7,4.52586,1.44437,1.14327,0.57475,0.48535,0.4734,0.24726,4.52441,1.55575,1.28214,0.000927685,0.000927685,0.000927685
27,2482.16,4.53906,1.44236,1.1323,0.5887,0.48265,0.49063,0.26659,4.49872,1.6398,1.24644,0.000920352,0.000920352,0.000920352
28,2554.52,4.52339,1.4431,1.12881,0.56042,0.46487,0.45642,0.25709,4.49269,1.57309,1.27442,0.00091302,0.00091302,0.00091302
29,2628.43,4.524,1.4393,1.13122,0.53628,0.43456,0.44114,0.24644,4.38097,1.59647,1.23738,0.000905687,0.000905687,0.000905687
30,2701.26,4.52938,1.42444,1.13404,0.54998,0.45079,0.44458,0.23633,4.63125,1.72349,1.28779,0.000898355,0.000898355,0.000898355
31,2749.83,4.468,1.40092,1.12352,0.56353,0.4588,0.45784,0.2579,4.47284,1.51091,1.2661,0.000891022,0.000891022,0.000891022
32,2804.27,4.53694,1.41583,1.12408,0.57159,0.46255,0.45456,0.24509,4.68827,1.55936,1.33675,0.000883689,0.000883689,0.000883689
33,2876.64,4.48622,1.40697,1.12806,0.58214,0.489,0.49142,0.27229,4.5095,1.50161,1.29892,0.000876357,0.000876357,0.000876357
34,2948.09,4.49566,1.37952,1.11349,0.61792,0.47177,0.48458,0.26825,4.40642,1.43567,1.24726,0.000869024,0.000869024,0.000869024
35,3015.35,4.49568,1.37201,1.12672,0.60452,0.47696,0.4941,0.27764,4.4033,1.47386,1.24576,0.000861692,0.000861692,0.000861692
36,3067.2,4.41513,1.36158,1.10458,0.57402,0.48676,0.47791,0.26997,4.39886,1.46766,1.23763,0.000854359,0.000854359,0.000854359
37,3129.09,4.39948,1.35006,1.12389,0.55325,0.40293,0.41743,0.23164,4.50727,1.77287,1.2556,0.000847026,0.000847026,0.000847026
38,3237.69,4.48697,1.39942,1.11687,0.54259,0.44271,0.4463,0.24515,4.38142,1.52482,1.22819,0.000839694,0.000839694,0.000839694
39,3322.61,4.39631,1.37233,1.10729,0.57875,0.4491,0.45516,0.25504,4.35453,1.56858,1.23091,0.000832361,0.000832361,0.000832361
40,3372.88,4.4215,1.34819,1.10984,0.58841,0.49051,0.48378,0.27405,4.53324,1.38648,1.25735,0.000825029,0.000825029,0.000825029
41,3446.01,4.36121,1.3603,1.10408,0.57001,0.49151,0.48165,0.25665,4.47148,1.58649,1.28869,0.000817696,0.000817696,0.000817696
42,3493.24,4.35837,1.32459,1.1111,0.59811,0.5035,0.50022,0.28267,4.179,1.31704,1.2085,0.000810363,0.000810363,0.000810363
43,3569.25,4.33872,1.31898,1.09447,0.57791,0.43429,0.44372,0.25323,4.59312,1.49361,1.28087,0.000803031,0.000803031,0.000803031
44,3642.19,4.36546,1.36102,1.10689,0.59111,0.44663,0.4593,0.24738,4.39889,1.48479,1.30931,0.000795698,0.000795698,0.000795698
45,3690.53,4.37233,1.33717,1.11076,0.59926,0.47815,0.48974,0.26474,4.26246,1.38425,1.23005,0.000788366,0.000788366,0.000788366
46,3758.42,4.37621,1.31927,1.09431,0.56107,0.44403,0.44198,0.23696,4.37342,1.49208,1.22363,0.000781033,0.000781033,0.000781033
47,3951.88,4.31725,1.33114,1.08725,0.61397,0.48228,0.49629,0.26975,4.28971,1.37829,1.22908,0.0007737,0.0007737,0.0007737
48,4026.18,4.30038,1.30634,1.08222,0.56898,0.4738,0.48434,0.25498,4.48144,1.53002,1.24676,0.000766368,0.000766368,0.000766368
49,4073.27,4.3116,1.29969,1.08524,0.59291,0.47004,0.48459,0.25888,4.30654,1.43535,1.20629,0.000759035,0.000759035,0.000759035
50,4148.37,4.25872,1.26976,1.08435,0.59105,0.5072,0.49634,0.27056,4.21595,1.32932,1.19907,0.000751703,0.000751703,0.000751703
51,4214.87,4.28473,1.27591,1.08779,0.60091,0.47291,0.48475,0.26625,4.35781,1.44617,1.21035,0.00074437,0.00074437,0.00074437
