epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,32.9812,4.33162,4.35483,1.82716,0.00071,0.00045,0.00037,4e-05,4.10245,4.22552,1.93917,8.574e-05,8.574e-05,8.574e-05
2,41.6313,4.01819,4.07147,1.6105,0.00394,0.00113,0.00214,0.00086,3.66057,4.15086,1.51146,0.000183647,0.000183647,0.000183647
3,48.1803,3.81017,3.7853,1.3835,0.00978,0.00454,0.00659,0.00257,3.57678,4.0841,1.35907,0.000279267,0.000279267,0.000279267
4,53.4331,3.77186,3.52537,1.34946,0.00615,0.00635,0.00456,0.00174,3.57296,4.02023,1.28026,0.000372602,0.000372602,0.000372602
5,60.0724,3.82976,3.36192,1.39464,0.00884,0.01139,0.00761,0.00285,3.50058,3.93418,1.21061,0.000463649,0.000463649,0.000463649
6,70.8378,3.83778,3.21853,1.33718,0.00881,0.01817,0.00788,0.00231,3.46492,3.85572,1.18262,0.000552411,0.000552411,0.000552411
7,79.1373,3.715,3.10538,1.34007,0.00963,0.0318,0.00816,0.00257,3.53113,3.78283,1.21623,0.000638885,0.000638885,0.000638885
8,87.4831,3.7599,3.078,1.3297,0.01201,0.04893,0.01007,0.00391,3.51961,3.53495,1.20444,0.000723074,0.000723074,0.000723074
9,97.6653,3.6624,2.8891,1.29933,0.01294,0.05259,0.00972,0.00389,3.59959,3.4045,1.23261,0.000804976,0.000804976,0.000804976
10,112.849,3.61115,2.75821,1.30726,0.01193,0.04867,0.00936,0.00277,3.80513,3.34312,1.31658,0.000884592,0.000884592,0.000884592
11,127.463,3.76691,2.85923,1.30712,0.03071,0.126,0.02595,0.0093,3.52979,2.95782,1.16411,0.000961921,0.000961921,0.000961921
12,135.343,3.67963,2.72361,1.25962,0.0328,0.13647,0.02625,0.00903,3.62944,2.88904,1.19273,0.00103696,0.00103696,0.00103696
13,149.573,3.70811,2.7138,1.2542,0.02546,0.09328,0.01767,0.00561,3.75593,2.98569,1.27358,0.00110972,0.00110972,0.00110972
14,159.045,3.622,2.60793,1.24786,0.02546,0.09328,0.01767,0.00561,3.75593,2.98569,1.27358,0.00118019,0.00118019,0.00118019
15,168.04,3.72392,2.60565,1.27128,0.0253,0.1026,0.01596,0.00542,3.78431,2.94794,1.30151,0.00120036,0.00120036,0.00120036
16,173.762,3.61232,2.58086,1.23342,0.03345,0.13647,0.02349,0.00883,3.59946,2.90363,1.23511,0.00118403,0.00118403,0.00118403
