epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.2822,5.59688,13.6467,2.78337,0.00313,0.17638,0.06478,0.04357,6.08477,12.6096,2.51396,0.0707317,0.00325203,0.00325203
2,46.6254,5.44233,10.2021,2.48677,0.9497,0.03089,0.14275,0.07912,5.79916,10.5885,2.71695,0.0406882,0.0065419,0.0065419
3,69.7623,5.58644,8.3229,2.55168,0.50208,0.13952,0.13951,0.08067,6.30932,8.962,2.7816,0.0106008,0.00978777,0.00978777
4,92.9003,5.70762,8.00267,2.58916,0.41714,0.11863,0.12753,0.07659,6.68148,8.76255,3.0848,0.009802,0.009802,0.009802
5,116.162,5.47927,7.80002,2.48394,0.4887,0.20357,0.20635,0.12902,5.96484,6.75301,2.74882,0.009736,0.009736,0.009736
6,139.464,5.32353,7.22197,2.44765,0.47397,0.23768,0.23436,0.1456,5.94338,6.33296,2.54711,0.00967,0.00967,0.00967
7,162.642,5.31121,7.36268,2.40343,0.28967,0.27882,0.26561,0.15729,5.6831,5.71913,2.48538,0.009604,0.009604,0.009604
8,185.818,5.31665,7.11767,2.38957,0.3053,0.04106,0.04427,0.02109,7.14763,9.67063,3.41279,0.009538,0.009538,0.009538
9,209.038,5.24315,6.73761,2.35548,0.29599,0.31071,0.27131,0.173,5.36369,5.61302,2.34054,0.009472,0.009472,0.009472
10,232.316,5.09387,6.41132,2.33904,0.33679,0.30033,0.27655,0.17623,5.61025,5.73158,2.44478,0.009406,0.009406,0.009406
11,255.573,5.1318,6.33023,2.31658,0.33117,0.22141,0.22497,0.14674,5.98684,7.35305,2.6702,0.00934,0.00934,0.00934
12,278.678,5.03033,6.23299,2.32342,0.34143,0.33227,0.29942,0.19354,5.35704,5.21372,2.37839,0.009274,0.009274,0.009274
13,301.957,5.07604,6.13846,2.31596,0.35433,0.37095,0.32923,0.20352,5.10534,5.03066,2.31784,0.009208,0.009208,0.009208
14,350.953,4.9666,5.92566,2.29052,0.26528,0.2653,0.24539,0.14903,5.90621,6.77546,2.65264,0.009142,0.009142,0.009142
15,374.015,4.97099,6.07459,2.26813,0.36101,0.3127,0.28129,0.16622,5.71314,5.74473,2.44418,0.009076,0.009076,0.009076
16,397.255,4.95992,5.9796,2.25908,0.41035,0.33832,0.31661,0.19859,5.22413,5.11832,2.33956,0.00901,0.00901,0.00901
17,420.416,4.91339,5.63425,2.26116,0.36745,0.22937,0.21663,0.12592,6.43543,6.99842,2.82728,0.008944,0.008944,0.008944
18,445.24,4.85595,5.58386,2.25598,0.39905,0.38447,0.33459,0.21146,5.19993,4.91096,2.2845,0.008878,0.008878,0.008878
19,468.461,4.7907,5.49321,2.25843,0.43973,0.33241,0.32551,0.20243,5.07389,5.26734,2.36946,0.008812,0.008812,0.008812
20,492.219,4.79016,5.50278,2.23798,0.41556,0.32729,0.31308,0.19988,5.29065,5.10327,2.35213,0.008746,0.008746,0.008746
21,515.432,4.85336,5.41183,2.24535,0.37993,0.35296,0.30386,0.18351,5.45171,5.4554,2.35299,0.00868,0.00868,0.00868
22,538.533,4.80695,5.43551,2.23375,0.38403,0.38031,0.33772,0.21389,4.94586,4.8213,2.30237,0.008614,0.008614,0.008614
23,562.891,4.801,5.37135,2.23944,0.41438,0.36458,0.34402,0.20436,5.19381,5.00417,2.29795,0.008548,0.008548,0.008548
24,586.586,4.71199,5.3683,2.22324,0.36861,0.26927,0.26151,0.15461,5.83546,6.48465,2.53763,0.008482,0.008482,0.008482
25,609.976,4.72934,5.08929,2.22858,0.40464,0.40737,0.36713,0.22613,5.0034,4.69682,2.27565,0.008416,0.008416,0.008416
26,633.245,4.72961,5.1058,2.22495,0.39863,0.36428,0.33575,0.20489,5.38722,5.06826,2.40827,0.00835,0.00835,0.00835
27,656.454,4.71777,5.11355,2.19103,0.39405,0.34007,0.31043,0.19024,5.3111,5.16837,2.36985,0.008284,0.008284,0.008284
