epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,73.7142,5.59044,4.80596,1.47083,0.28474,0.22089,0.20747,0.0978,5.63108,3.21432,1.30721,0.000361301,0.000361301,0.000361301
2,120.777,5.11219,2.39152,1.2623,0.15014,0.03666,0.07115,0.03121,5.85566,9.64114,1.34297,0.000726805,0.000726805,0.000726805
3,168.304,5.08857,2.17219,1.2683,0.12221,0.0903,0.07028,0.02862,5.63726,inf,1.38143,0.00108742,0.00108742,0.00108742
4,239.891,5.10088,2.04392,1.27843,0.20327,0.32451,0.22556,0.09124,5.33649,2.00342,1.30648,0.001089,0.001089,0.001089
5,293.567,5.04345,1.92053,1.26449,0.34394,0.31307,0.2752,0.12537,5.22299,1.98103,1.2772,0.00108167,0.00108167,0.00108167
6,339.802,5.03603,2.01996,1.26064,0.35465,0.36589,0.32562,0.12965,5.22056,1.96093,1.24878,0.00107434,0.00107434,0.00107434
7,387.289,5.0069,1.91352,1.23056,0.36937,0.37984,0.3441,0.17345,5.19863,1.72553,1.22171,0.001067,0.001067,0.001067
8,460.715,4.96179,1.75066,1.23003,0.43953,0.4046,0.3753,0.18273,5.17233,1.67559,1.23614,0.00105967,0.00105967,0.00105967
9,506,4.95057,1.74117,1.23977,0.45825,0.39196,0.36464,0.16175,4.99498,1.60712,1.20102,0.00105234,0.00105234,0.00105234
10,553.104,4.92323,1.7106,1.21869,0.53574,0.39602,0.4061,0.20067,5.04345,1.56145,1.21251,0.00104501,0.00104501,0.00104501
11,598.577,4.8928,1.66244,1.19693,0.49354,0.36562,0.36307,0.1712,5.09387,1.59067,1.20579,0.00103767,0.00103767,0.00103767
12,642.725,4.81869,1.63207,1.20305,0.47727,0.33656,0.34182,0.16153,5.17646,1.64105,1.20597,0.00103034,0.00103034,0.00103034
13,688.779,4.88193,1.62179,1.20845,0.5599,0.41241,0.44298,0.21678,4.96817,1.56264,1.18937,0.00102301,0.00102301,0.00102301
14,734.391,4.81706,1.63012,1.19201,0.45038,0.38223,0.35477,0.17475,5.20642,1.78835,1.20415,0.00101568,0.00101568,0.00101568
15,779.155,4.81032,1.60287,1.19172,0.54152,0.40713,0.41556,0.21853,5.0887,1.56329,1.18555,0.00100834,0.00100834,0.00100834
16,827.914,4.76875,1.56688,1.18031,0.4911,0.4278,0.41342,0.22351,5.04118,1.62368,1.18939,0.00100101,0.00100101,0.00100101
17,872.17,4.72968,1.53532,1.18487,0.52793,0.40772,0.41254,0.21231,4.88658,1.51372,1.17703,0.000993678,0.000993678,0.000993678
18,919.894,4.6115,1.53351,1.16873,0.55746,0.45944,0.45504,0.24687,4.94069,1.49803,1.17795,0.000986346,0.000986346,0.000986346
19,965.355,4.61334,1.51,1.18552,0.54256,0.43271,0.42599,0.22485,5.04651,1.53825,1.18854,0.000979013,0.000979013,0.000979013
20,1012.24,4.66086,1.53484,1.17916,0.55519,0.4098,0.42303,0.23367,4.81941,1.60444,1.17825,0.000971681,0.000971681,0.000971681
21,1058.91,4.63097,1.54767,1.17132,0.57473,0.45155,0.46695,0.24572,4.7383,1.48409,1.1636,0.000964348,0.000964348,0.000964348
22,1104.68,4.5823,1.50475,1.16332,0.49972,0.30488,0.30041,0.13321,4.92734,1.6672,1.18198,0.000957015,0.000957015,0.000957015
23,1151.34,4.52212,1.46302,1.15476,0.53913,0.42683,0.43806,0.24174,4.87594,1.52025,1.16319,0.000949683,0.000949683,0.000949683
24,1198.56,4.63178,1.48109,1.17353,0.53106,0.44581,0.45258,0.24525,4.90361,1.44868,1.16824,0.00094235,0.00094235,0.00094235
25,1244.63,4.54599,1.47155,1.16267,0.56027,0.43156,0.44082,0.2426,4.88714,1.46896,1.17613,0.000935018,0.000935018,0.000935018
26,1314.73,4.54632,1.43093,1.15534,0.55512,0.46489,0.46871,0.2553,4.84358,1.50167,1.17248,0.000927685,0.000927685,0.000927685
27,1373.7,4.527,1.43361,1.14251,0.58535,0.44338,0.46878,0.2551,4.83962,1.46652,1.16008,0.000920352,0.000920352,0.000920352
28,1419.4,4.50395,1.42165,1.1601,0.55751,0.48526,0.48307,0.26378,4.74676,1.39909,1.15461,0.00091302,0.00091302,0.00091302
29,1466.39,4.44442,1.41847,1.13421,0.55704,0.46486,0.47663,0.25958,4.72383,1.46291,1.15506,0.000905687,0.000905687,0.000905687
30,1511.61,4.46299,1.41981,1.12797,0.55848,0.48102,0.48183,0.26176,4.75763,1.40235,1.15408,0.000898355,0.000898355,0.000898355
