epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21.9967,5.66156,4.39618,1.35501,0.01596,0.20973,0.14914,0.09582,5.37019,4.19097,1.1789,0.000361301,0.000361301,0.000361301
2,44.4031,5.26502,3.0983,1.17363,0.88519,0.07449,0.16967,0.10487,5.55116,3.58391,1.14724,0.000726805,0.000726805,0.000726805
3,66.5094,5.36532,2.57359,1.19006,0.5472,0.2488,0.22034,0.10092,5.56911,2.41345,1.20239,0.00108742,0.00108742,0.00108742
4,88.7729,5.23942,2.37913,1.18844,0.44092,0.28437,0.29203,0.16521,5.25415,1.97881,1.19557,0.001089,0.001089,0.001089
5,111.472,5.22069,2.24738,1.17585,0.29556,0.34131,0.30769,0.16255,5.11248,1.85989,1.17415,0.00108167,0.00108167,0.00108167
6,133.763,5.15176,2.16293,1.17152,0.43526,0.31091,0.31922,0.16574,5.14021,1.8395,1.16849,0.00107434,0.00107434,0.00107434
7,155.809,5.10664,2.09203,1.15097,0.48001,0.31911,0.33906,0.18927,5.07215,1.77754,1.16806,0.001067,0.001067,0.001067
8,177.595,5.00158,2.01534,1.14558,0.33098,0.33774,0.3219,0.18456,5.00817,1.7523,1.16565,0.00105967,0.00105967,0.00105967
9,199.443,5.02466,1.98716,1.15083,0.45656,0.35929,0.34597,0.19863,4.97244,1.67341,1.13501,0.00105234,0.00105234,0.00105234
10,221.121,5.02954,1.95032,1.15823,0.44349,0.37012,0.35152,0.20064,5.10134,1.66996,1.14809,0.00104501,0.00104501,0.00104501
11,242.993,4.9196,1.90275,1.14411,0.48868,0.37453,0.37767,0.21422,5.05965,1.65834,1.14533,0.00103767,0.00103767,0.00103767
12,264.915,4.90131,1.85238,1.14071,0.4886,0.37964,0.38236,0.20908,5.10259,1.64485,1.14856,0.00103034,0.00103034,0.00103034
13,286.619,4.89984,1.84416,1.14937,0.48262,0.41036,0.39289,0.22373,4.9658,1.62001,1.13825,0.00102301,0.00102301,0.00102301
14,308.535,4.88543,1.81734,1.13658,0.46232,0.37579,0.38103,0.20764,5.02233,1.6418,1.12953,0.00101568,0.00101568,0.00101568
15,330.703,4.91226,1.85708,1.13292,0.51891,0.39263,0.39779,0.2316,4.85289,1.56166,1.12542,0.00100834,0.00100834,0.00100834
16,352.439,4.79269,1.73318,1.11433,0.53367,0.41281,0.42057,0.23229,4.86296,1.55423,1.12174,0.00100101,0.00100101,0.00100101
17,375.283,4.76438,1.73663,1.11755,0.46216,0.39698,0.37979,0.2077,4.93957,1.70447,1.13378,0.000993678,0.000993678,0.000993678
18,397.225,4.78008,1.73473,1.12474,0.55808,0.42992,0.43824,0.25295,4.84131,1.55461,1.10825,0.000986346,0.000986346,0.000986346
19,419.152,4.76089,1.71825,1.12326,0.49059,0.42859,0.41371,0.23809,4.81699,1.60643,1.11684,0.000979013,0.000979013,0.000979013
20,482.538,4.72263,1.67946,1.11736,0.55372,0.42306,0.4267,0.25867,4.78139,1.55959,1.12216,0.000971681,0.000971681,0.000971681
21,504.556,4.77595,1.68537,1.12155,0.51642,0.44021,0.42978,0.25349,4.81325,1.54676,1.1048,0.000964348,0.000964348,0.000964348
22,526.963,4.70286,1.65718,1.10435,0.53324,0.46805,0.4347,0.24375,4.82594,1.49927,1.11502,0.000957015,0.000957015,0.000957015
23,549.294,4.68958,1.63204,1.11067,0.554,0.43438,0.44702,0.25708,4.82804,1.50395,1.11899,0.000949683,0.000949683,0.000949683
