epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.4102,2.46116,4.49017,1.42672,0.0005,0.00085,0.00125,0.00041,2.48427,4.51895,1.58297,6.666e-05,6.666e-05,6.666e-05
2,52.059,2.3488,4.16009,1.19179,0.01361,0.16421,0.10292,0.07072,2.32891,4.30233,1.27047,0.000143,0.000143,0.000143
3,76.9889,2.34106,3.7845,1.12727,0.01281,0.23324,0.1962,0.13357,2.39253,4.1867,1.15687,0.0002178,0.0002178,0.0002178
4,103.141,2.30577,3.44812,1.1144,0.01239,0.23798,0.20346,0.12427,2.38049,4.12106,1.11719,0.000291061,0.000291061,0.000291061
5,129.788,2.3301,3.15861,1.1101,0.01059,0.23278,0.20299,0.1336,2.30539,4.10156,1.09738,0.000362781,0.000362781,0.000362781
6,156.922,2.28748,3.03801,1.10907,0.0076,0.21967,0.19577,0.14199,2.18108,4.02079,1.07741,0.000432962,0.000432962,0.000432962
7,183.552,2.20813,2.85029,1.08882,0.00779,0.24453,0.20303,0.13268,2.27343,3.95276,1.0925,0.000501603,0.000501603,0.000501603
8,209.612,2.17962,2.60844,1.0994,0.00873,0.24009,0.20384,0.1511,2.21637,3.82151,1.09617,0.000568704,0.000568704,0.000568704
9,234.314,2.17332,2.50731,1.10106,0.01175,0.257,0.21069,0.152,2.1764,3.74282,1.1097,0.000634265,0.000634265,0.000634265
10,258.791,2.2436,2.31266,1.12758,0.01611,0.26581,0.21746,0.1554,2.21076,3.68756,1.11805,0.000698287,0.000698287,0.000698287
11,282.923,2.20561,2.30096,1.11689,0.03152,0.36753,0.27173,0.18283,2.12165,3.34619,1.12357,0.000760768,0.000760768,0.000760768
12,306.914,2.29133,2.24833,1.15934,0.93031,0.119,0.26797,0.16929,2.34671,3.18412,1.16771,0.00082171,0.00082171,0.00082171
13,332.137,2.27007,2.16524,1.13115,0.92297,0.20664,0.2738,0.17651,2.39538,2.93457,1.18151,0.000881112,0.000881112,0.000881112
14,358.106,2.18834,2.17562,1.13635,0.92297,0.20664,0.2738,0.17651,2.39538,2.93457,1.18151,0.000938974,0.000938974,0.000938974
15,385.542,2.29874,2.1027,1.13458,0.80119,0.23417,0.29242,0.19299,2.24199,2.60835,1.18537,0.000957015,0.000957015,0.000957015
16,412.263,2.18966,2.06394,1.11576,0.74296,0.25515,0.28003,0.18101,2.33049,2.52751,1.16855,0.000946016,0.000946016,0.000946016
17,439.313,2.15554,2.01131,1.09694,0.70155,0.27501,0.29491,0.19084,2.35398,2.39589,1.1926,0.000935018,0.000935018,0.000935018
18,466.796,2.22847,1.98837,1.11371,0.49602,0.32195,0.31898,0.20992,2.25731,2.15161,1.18899,0.000924019,0.000924019,0.000924019
19,494.262,2.14114,1.92393,1.1212,0.51643,0.34939,0.3288,0.22159,2.20398,1.99502,1.17923,0.00091302,0.00091302,0.00091302
20,523.182,2.2144,1.81279,1.09235,0.55145,0.36562,0.32431,0.19613,2.26536,1.92488,1.1995,0.000902021,0.000902021,0.000902021
21,556.113,2.15395,1.86003,1.10676,0.57225,0.3795,0.33394,0.20245,2.19373,1.87114,1.18404,0.000891022,0.000891022,0.000891022
22,588.628,2.11737,1.72398,1.08291,0.57225,0.3795,0.33394,0.20245,2.19373,1.87114,1.18404,0.000880023,0.000880023,0.000880023
23,620.798,2.14947,1.81957,1.1311,0.61812,0.35894,0.34399,0.21561,2.17314,1.89201,1.17464,0.000869024,0.000869024,0.000869024
24,652.515,2.11098,1.74067,1.09018,0.59607,0.36443,0.34486,0.21394,2.22691,1.91825,1.1819,0.000858025,0.000858025,0.000858025
25,684.429,2.11333,1.75165,1.09931,0.57451,0.3999,0.34503,0.2005,2.29345,1.90477,1.20266,0.000847026,0.000847026,0.000847026
26,715.957,2.10644,1.69343,1.09607,0.57056,0.40593,0.3458,0.19306,2.28467,1.91503,1.20828,0.000836027,0.000836027,0.000836027
27,747.749,2.16699,1.67938,1.09051,0.59025,0.3889,0.34991,0.20431,2.21284,1.9257,1.1923,0.000825029,0.000825029,0.000825029
28,779.826,2.08727,1.65127,1.09665,0.60099,0.41197,0.36046,0.21177,2.15188,2.02317,1.17091,0.00081403,0.00081403,0.00081403
29,812.098,2.05447,1.66611,1.11545,0.56351,0.45407,0.36745,0.21718,2.16008,2.1644,1.17517,0.000803031,0.000803031,0.000803031
30,846.053,2.18304,1.59797,1.09424,0.56351,0.45407,0.36745,0.21718,2.16008,2.1644,1.17517,0.000792032,0.000792032,0.000792032
31,879.782,2.07644,1.67663,1.11105,0.58686,0.45631,0.36988,0.2222,2.17346,2.24488,1.16218,0.000781033,0.000781033,0.000781033
32,913.331,2.02138,1.64284,1.08954,0.42521,0.4615,0.39701,0.24048,2.11893,2.0569,1.15551,0.000770034,0.000770034,0.000770034
33,947.045,2.07342,1.61493,1.07339,0.44575,0.44048,0.39922,0.2409,2.11976,1.96871,1.15537,0.000759035,0.000759035,0.000759035
34,979.817,2.00526,1.58062,1.07627,0.42974,0.44619,0.38982,0.23242,2.15925,1.88052,1.1523,0.000748036,0.000748036,0.000748036
35,1012.26,2.05377,1.56132,1.08126,0.6342,0.43638,0.40335,0.23998,2.1464,1.80772,1.14838,0.000737037,0.000737037,0.000737037
36,1044.23,2.02313,1.55328,1.08491,0.4126,0.45656,0.39998,0.24761,2.09347,1.80255,1.1403,0.000726038,0.000726038,0.000726038
37,1076.09,1.9354,1.46412,1.05656,0.43564,0.44743,0.41172,0.25615,2.0725,1.78243,1.1299,0.00071504,0.00071504,0.00071504
38,1106.81,1.96457,1.5859,1.07648,0.43564,0.44743,0.41172,0.25615,2.0725,1.78243,1.1299,0.000704041,0.000704041,0.000704041
39,1139.35,2.01128,1.48818,1.04832,0.41348,0.47791,0.41879,0.2539,2.08666,1.76717,1.1386,0.000693042,0.000693042,0.000693042
40,1172,1.92679,1.51109,1.05836,0.64694,0.44377,0.41353,0.24465,2.12593,1.74207,1.15864,0.000682043,0.000682043,0.000682043
41,1204.6,1.99724,1.51097,1.06552,0.64671,0.44816,0.4027,0.24809,2.12623,1.74026,1.14884,0.000671044,0.000671044,0.000671044
