epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,26.0951,2.82024,4.32177,1.29984,0.00012,8e-05,7e-05,1e-05,2.93405,4.50505,1.74711,8.574e-05,8.574e-05,8.574e-05
2,60.7391,2.80099,4.00093,1.11727,0.00044,0.00024,0.00105,0.00066,2.93881,4.27349,1.33986,0.000183931,0.000183931,0.000183931
3,115.111,2.69787,3.57247,1.05951,0.00572,0.00371,0.00333,0.00084,3.19704,4.18633,1.22604,0.000280141,0.000280141,0.000280141
4,173.092,2.7523,3.21784,1.05397,0.00588,0.01149,0.00505,0.00111,3.02255,4.10155,1.20736,0.000374371,0.000374371,0.000374371
5,227.609,2.75057,2.91212,1.05935,0.00617,0.01336,0.00773,0.00267,2.91461,4.02149,1.15276,0.00046662,0.00046662,0.00046662
6,285.038,2.73818,2.73477,1.06585,0.00492,0.01218,0.00609,0.00163,2.9283,3.95502,1.11859,0.000556888,0.000556888,0.000556888
7,340.976,2.84368,2.66344,1.04748,0.00501,0.01296,0.00493,0.00162,2.8568,3.8689,1.0998,0.000645176,0.000645176,0.000645176
8,396.906,2.83424,2.47098,1.04874,0.00895,0.02928,0.00986,0.00365,2.97031,3.69249,1.09925,0.000731484,0.000731484,0.000731484
9,452.69,2.75072,2.39914,1.045,0.02474,0.06902,0.02754,0.00926,2.82456,3.53039,1.0766,0.00081581,0.00081581,0.00081581
10,506.142,2.77687,2.21098,1.04706,0.03263,0.09816,0.03407,0.01175,2.84016,3.42281,1.0634,0.000898157,0.000898157,0.000898157
11,560.92,2.75243,2.16157,1.04495,0.06856,0.11542,0.05829,0.01929,2.75263,3.11853,1.08186,0.000978522,0.000978522,0.000978522
12,615.376,2.74442,2.06247,1.06107,0.06168,0.16696,0.08028,0.02799,2.82122,2.86743,1.0814,0.00105691,0.00105691,0.00105691
13,674.039,2.69196,1.95201,1.07,0.52177,0.12598,0.08329,0.02849,2.83174,2.5695,1.11966,0.00113331,0.00113331,0.00113331
14,732.978,2.6889,1.90291,1.09234,0.52177,0.12598,0.08329,0.02849,2.83174,2.5695,1.11966,0.00120774,0.00120774,0.00120774
