epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.3849,2.55562,4.48541,1.41407,0.00049,0.00048,0.00124,0.00042,2.56088,4.51037,1.55767,6.666e-05,6.666e-05,6.666e-05
2,40.3086,2.44644,4.16315,1.17735,0.01168,0.15603,0.10796,0.06908,2.58211,4.30515,1.24118,0.000143,0.000143,0.000143
3,60.2966,2.4607,3.7983,1.10885,0.01579,0.23387,0.18777,0.109,2.69632,4.22748,1.16059,0.0002178,0.0002178,0.0002178
4,102.198,2.43443,3.48371,1.08958,0.01353,0.23271,0.20416,0.13677,2.49441,4.13796,1.11006,0.000291061,0.000291061,0.000291061
5,139.155,2.4214,3.18257,1.08715,0.01131,0.24874,0.20344,0.12769,2.40481,4.08335,1.08408,0.000362781,0.000362781,0.000362781
6,174.275,2.41847,3.06763,1.09147,0.01402,0.25332,0.20995,0.14695,2.39289,4.01684,1.07619,0.000432962,0.000432962,0.000432962
7,207.53,2.38012,2.8791,1.07886,0.01208,0.24778,0.21277,0.14994,2.41447,3.96162,1.09107,0.000501603,0.000501603,0.000501603
8,241.663,2.3456,2.68243,1.0828,0.00985,0.25117,0.20621,0.15288,2.43425,3.82409,1.08458,0.000568704,0.000568704,0.000568704
9,275.314,2.36438,2.61025,1.0905,0.01151,0.23782,0.19569,0.14875,2.33066,3.7458,1.09661,0.000634265,0.000634265,0.000634265
10,309.452,2.38801,2.39219,1.09438,0.01905,0.25815,0.21937,0.14077,2.35584,3.67728,1.10685,0.000698287,0.000698287,0.000698287
11,342.816,2.3687,2.35302,1.08583,0.60941,0.22891,0.25312,0.16667,2.29378,3.33421,1.10382,0.000760768,0.000760768,0.000760768
12,376.592,2.3925,2.2253,1.12292,1,0.18923,0.2765,0.16146,2.44918,3.18273,1.12403,0.00082171,0.00082171,0.00082171
13,411.444,2.43727,2.19066,1.11301,0.89053,0.20841,0.29949,0.17308,2.36427,2.848,1.1118,0.000881112,0.000881112,0.000881112
14,444.129,2.29618,2.15397,1.11242,0.89053,0.20841,0.29949,0.17308,2.36427,2.848,1.1118,0.000938974,0.000938974,0.000938974
15,480,2.38525,2.05103,1.08144,0.81949,0.23364,0.29203,0.18328,2.38717,2.58786,1.11167,0.000957015,0.000957015,0.000957015
16,513.354,2.36268,2.10838,1.08532,0.74476,0.25263,0.282,0.18814,2.65538,2.51221,1.14953,0.000946016,0.000946016,0.000946016
17,547.277,2.41303,2.04745,1.09199,0.72594,0.30432,0.2956,0.19717,2.53748,2.31833,1.14696,0.000935018,0.000935018,0.000935018
18,582.445,2.40293,1.98301,1.10492,0.51867,0.30652,0.30596,0.19357,2.4438,2.14762,1.12956,0.000924019,0.000924019,0.000924019
19,616.873,2.31147,1.95413,1.10395,0.69425,0.31149,0.3012,0.19033,2.49466,2.05464,1.13491,0.00091302,0.00091302,0.00091302
20,652.138,2.37721,1.8429,1.07379,0.70891,0.31515,0.30978,0.19815,2.39741,1.93607,1.12502,0.000902021,0.000902021,0.000902021
21,686.994,2.27579,1.86897,1.08215,0.50728,0.32416,0.31647,0.21084,2.27146,1.85736,1.12416,0.000891022,0.000891022,0.000891022
22,722.057,2.33943,1.7535,1.0985,0.50728,0.32416,0.31647,0.21084,2.27146,1.85736,1.12416,0.000880023,0.000880023,0.000880023
23,757.184,2.31762,1.84114,1.11518,0.57141,0.3674,0.32859,0.20997,2.293,1.86659,1.11538,0.000869024,0.000869024,0.000869024
24,792.248,2.2592,1.77255,1.0671,0.59796,0.38479,0.35087,0.22318,2.32589,1.92463,1.1089,0.000858025,0.000858025,0.000858025
25,826.835,2.28039,1.7875,1.06739,0.57196,0.39892,0.35061,0.22838,2.30638,1.96912,1.09838,0.000847026,0.000847026,0.000847026
26,861.844,2.23364,1.70311,1.07302,0.59107,0.38216,0.34787,0.22617,2.28512,2.01939,1.11486,0.000836027,0.000836027,0.000836027
27,896.005,2.29958,1.68071,1.0688,0.55124,0.45981,0.35761,0.21268,2.36607,2.0323,1.12811,0.000825029,0.000825029,0.000825029
28,930.514,2.2331,1.66443,1.06557,0.57657,0.46168,0.37121,0.22363,2.31908,2.05569,1.11778,0.00081403,0.00081403,0.00081403
29,964.25,2.17652,1.67035,1.0721,0.40263,0.42761,0.36829,0.23665,2.22833,2.048,1.10639,0.000803031,0.000803031,0.000803031
30,998.965,2.23979,1.58819,1.06031,0.40263,0.42761,0.36829,0.23665,2.22833,2.048,1.10639,0.000792032,0.000792032,0.000792032
31,1034.28,2.19492,1.65568,1.08177,0.43784,0.42488,0.3862,0.2335,2.27483,1.97328,1.11513,0.000781033,0.000781033,0.000781033
32,1069.06,2.14062,1.61155,1.06064,0.45231,0.42979,0.39306,0.23748,2.30778,1.93717,1.12491,0.000770034,0.000770034,0.000770034
33,1103.66,2.2172,1.61561,1.04466,0.4235,0.43465,0.38436,0.24199,2.28008,1.95434,1.12623,0.000759035,0.000759035,0.000759035
34,1139.12,2.1537,1.58132,1.05707,0.40227,0.45217,0.38126,0.24413,2.21236,1.89651,1.11067,0.000748036,0.000748036,0.000748036
35,1174.01,2.18013,1.56835,1.06594,0.61186,0.44748,0.37535,0.23694,2.28553,1.79347,1.1186,0.000737037,0.000737037,0.000737037
36,1208.79,2.15653,1.56188,1.07156,0.60189,0.46659,0.37111,0.22898,2.34883,1.79868,1.12528,0.000726038,0.000726038,0.000726038
37,1242.95,2.10166,1.49636,1.04039,0.59627,0.46956,0.38964,0.2433,2.26468,1.76683,1.11517,0.00071504,0.00071504,0.00071504
38,1277.27,2.11819,1.59679,1.05871,0.59627,0.46956,0.38964,0.2433,2.26468,1.76683,1.11517,0.000704041,0.000704041,0.000704041
39,1312.61,2.16314,1.50271,1.05324,0.60056,0.49478,0.39007,0.24686,2.20189,1.72379,1.12205,0.000693042,0.000693042,0.000693042
40,1347.11,2.10155,1.5026,1.05313,0.61233,0.47406,0.39396,0.2444,2.21153,1.66991,1.12066,0.000682043,0.000682043,0.000682043
41,1381.5,2.14739,1.51844,1.05365,0.61766,0.46813,0.41431,0.2426,2.30286,1.69255,1.12824,0.000671044,0.000671044,0.000671044
42,1414.75,2.07129,1.53067,1.06606,0.61967,0.45326,0.40428,0.24122,2.33976,1.70915,1.12535,0.000660045,0.000660045,0.000660045
