epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.0057,2.61536,4.48147,1.40813,0.00047,0.00011,0.00123,0.00035,2.60294,4.5049,1.53918,6.666e-05,6.666e-05,6.666e-05
2,45.5825,2.56866,4.17977,1.1739,0.01077,0.16302,0.11784,0.08643,2.73648,4.28822,1.21148,0.000143,0.000143,0.000143
3,96.5576,2.5404,3.81659,1.1066,0.01304,0.22128,0.20022,0.12345,2.85914,4.2369,1.14036,0.0002178,0.0002178,0.0002178
4,150.473,2.61476,3.51559,1.08932,0.01107,0.23272,0.20192,0.15289,2.72838,4.14922,1.11304,0.000291061,0.000291061,0.000291061
5,192.146,2.57711,3.21373,1.09229,0.00911,0.23911,0.20214,0.12128,2.69748,4.10812,1.10619,0.000362781,0.000362781,0.000362781
6,235.04,2.56653,3.0886,1.09467,0.00708,0.24458,0.20168,0.12696,2.68743,4.07255,1.09168,0.000432962,0.000432962,0.000432962
7,276.114,2.55053,2.94655,1.07749,0.00622,0.23995,0.20123,0.14188,2.67743,4.00467,1.10035,0.000501603,0.000501603,0.000501603
8,316.86,2.55028,2.75395,1.08185,0.00695,0.23209,0.19872,0.1364,2.64072,3.95824,1.09827,0.000568704,0.000568704,0.000568704
9,357.753,2.51908,2.67573,1.08265,0.00821,0.24127,0.19659,0.14041,2.57067,3.87573,1.08698,0.000634265,0.000634265,0.000634265
10,397.832,2.58299,2.46956,1.08746,0.0074,0.23418,0.16379,0.1172,2.74847,3.83091,1.10785,0.000698287,0.000698287,0.000698287
11,437.351,2.6127,2.46441,1.07342,0.03417,0.27357,0.21479,0.15272,2.51806,3.46505,1.09928,0.000760768,0.000760768,0.000760768
12,476.021,2.5497,2.27362,1.09658,0.96657,0.11045,0.2381,0.1454,2.71667,3.34317,1.11153,0.00082171,0.00082171,0.00082171
13,517.521,2.62727,2.24271,1.09954,0.91084,0.16996,0.23472,0.13534,2.75946,3.07253,1.12979,0.000881112,0.000881112,0.000881112
14,557.111,2.56717,2.19828,1.111,0.91084,0.16996,0.23472,0.13534,2.75946,3.07253,1.12979,0.000938974,0.000938974,0.000938974
15,600.739,2.58095,2.12502,1.07817,0.73133,0.19038,0.16074,0.09654,2.67238,2.70447,1.12152,0.000957015,0.000957015,0.000957015
16,641.65,2.60491,2.16547,1.08217,0.54756,0.23701,0.06131,0.02639,2.92945,2.85468,1.13416,0.000946016,0.000946016,0.000946016
17,683.918,2.60809,2.09152,1.0692,0.55903,0.24368,0.08693,0.04602,2.7494,2.53241,1.10485,0.000935018,0.000935018,0.000935018
18,720.692,2.5917,2.03723,1.07933,0.81196,0.20758,0.25551,0.17157,2.60632,2.18816,1.09734,0.000924019,0.000924019,0.000924019
19,754.673,2.51664,2.03325,1.08162,0.75483,0.23886,0.26696,0.18112,2.63674,2.12338,1.10813,0.00091302,0.00091302,0.00091302
20,787.674,2.53448,1.90038,1.05975,0.71312,0.26335,0.27491,0.1882,2.5858,1.98769,1.10694,0.000902021,0.000902021,0.000902021
21,818.008,2.48644,1.90299,1.07589,0.73805,0.27363,0.28961,0.19645,2.54931,1.92644,1.10887,0.000891022,0.000891022,0.000891022
22,846.335,2.49355,1.80167,1.05256,0.73805,0.27363,0.28961,0.19645,2.54931,1.92644,1.10887,0.000880023,0.000880023,0.000880023
23,874.799,2.49722,1.88376,1.08402,0.55117,0.29883,0.30573,0.19017,2.62223,1.97131,1.11395,0.000869024,0.000869024,0.000869024
24,902.912,2.4535,1.83591,1.0535,0.58849,0.31446,0.32091,0.2118,2.54796,1.9655,1.09248,0.000858025,0.000858025,0.000858025
25,931.477,2.44507,1.81879,1.05787,0.56855,0.32033,0.31082,0.21034,2.52853,1.9962,1.10704,0.000847026,0.000847026,0.000847026
26,960.731,2.3943,1.75835,1.05922,0.55457,0.33359,0.31971,0.20935,2.53449,1.97263,1.10238,0.000836027,0.000836027,0.000836027
27,989.425,2.4586,1.71158,1.02556,0.55644,0.33244,0.32145,0.21298,2.59065,2.02242,1.11042,0.000825029,0.000825029,0.000825029
28,1017.81,2.42588,1.72335,1.04109,0.33427,0.38945,0.3282,0.22005,2.52753,2.06894,1.11258,0.00081403,0.00081403,0.00081403
29,1046.56,2.38995,1.70834,1.07368,0.59555,0.36916,0.33301,0.20435,2.55904,1.99683,1.12311,0.000803031,0.000803031,0.000803031
30,1079.64,2.42534,1.67175,1.04669,0.59555,0.36916,0.33301,0.20435,2.55904,1.99683,1.12311,0.000792032,0.000792032,0.000792032
31,1111.74,2.49226,1.73729,1.07627,0.59082,0.36786,0.35609,0.2036,2.61666,1.92397,1.11772,0.000781033,0.000781033,0.000781033
32,1144,2.38156,1.68867,1.05491,0.44628,0.41531,0.35385,0.21523,2.58053,1.90481,1.09902,0.000770034,0.000770034,0.000770034
33,1176.17,2.46327,1.68297,1.04797,0.54954,0.37411,0.35579,0.23472,2.47146,1.87309,1.07614,0.000759035,0.000759035,0.000759035
34,1210.01,2.37917,1.63957,1.03592,0.52247,0.41273,0.37049,0.2422,2.4359,1.80824,1.07115,0.000748036,0.000748036,0.000748036
35,1251.5,2.40456,1.61304,1.05215,0.50045,0.41579,0.3812,0.22737,2.54536,1.80151,1.08639,0.000737037,0.000737037,0.000737037
36,1293.72,2.41205,1.62079,1.05208,0.47781,0.40055,0.3718,0.21657,2.57781,1.8272,1.09628,0.000726038,0.000726038,0.000726038
37,1336.83,2.35483,1.55839,1.02803,0.47506,0.40563,0.37121,0.22207,2.4913,1.81838,1.08604,0.00071504,0.00071504,0.00071504
38,1379.56,2.38818,1.65777,1.05004,0.47506,0.40563,0.37121,0.22207,2.4913,1.81838,1.08604,0.000704041,0.000704041,0.000704041
39,1423.69,2.35839,1.56635,1.03812,0.49314,0.4172,0.37687,0.2327,2.45254,1.77716,1.07223,0.000693042,0.000693042,0.000693042
40,1464.18,2.34869,1.58444,1.03836,0.4878,0.4265,0.38192,0.2389,2.47009,1.73895,1.06862,0.000682043,0.000682043,0.000682043
41,1496.17,2.39326,1.58483,1.02916,0.47077,0.39578,0.36537,0.23366,2.50356,1.7567,1.07162,0.000671044,0.000671044,0.000671044
42,1536.6,2.33506,1.60876,1.04901,0.48235,0.38593,0.36156,0.23208,2.50503,1.75287,1.07242,0.000660045,0.000660045,0.000660045
43,1579.47,2.35169,1.55642,1.02922,0.46676,0.40528,0.37651,0.23597,2.46007,1.70513,1.06916,0.000649046,0.000649046,0.000649046
44,1622.09,2.29138,1.55281,1.015,0.4984,0.41576,0.39207,0.2511,2.43038,1.64517,1.06242,0.000638047,0.000638047,0.000638047
45,1665.01,2.29991,1.55317,1.02988,0.51187,0.4002,0.38597,0.24453,2.49651,1.64747,1.06579,0.000627048,0.000627048,0.000627048
46,1708.52,2.40154,1.58414,1.03536,0.51187,0.4002,0.38597,0.24453,2.49651,1.64747,1.06579,0.000616049,0.000616049,0.000616049
47,1752.23,2.36605,1.5618,1.02561,0.5164,0.40548,0.39297,0.24631,2.52327,1.64738,1.0671,0.000605051,0.000605051,0.000605051
48,1794.39,2.2865,1.56968,1.03048,0.52741,0.42453,0.39736,0.24759,2.45612,1.63021,1.05875,0.000594052,0.000594052,0.000594052
49,1841.89,2.31305,1.53828,1.03006,0.55849,0.41076,0.4013,0.25327,2.40018,1.64148,1.04699,0.000583053,0.000583053,0.000583053
50,1884.19,2.26003,1.5292,1.04263,0.57205,0.41619,0.40443,0.25717,2.39025,1.62505,1.0468,0.000572054,0.000572054,0.000572054
51,1926.5,2.34448,1.52497,1.01895,0.57547,0.41657,0.40477,0.25064,2.42443,1.61758,1.04801,0.000561055,0.000561055,0.000561055
52,1966.92,2.30683,1.53234,1.01867,0.56049,0.42249,0.40826,0.25289,2.45124,1.6143,1.05113,0.000550056,0.000550056,0.000550056
53,2010.08,2.32101,1.50973,1.012,0.59509,0.42906,0.41381,0.25476,2.3987,1.57754,1.0509,0.000539057,0.000539057,0.000539057
54,2052.45,2.22952,1.46936,1.00247,0.59509,0.42906,0.41381,0.25476,2.3987,1.57754,1.0509,0.000528058,0.000528058,0.000528058
55,2074.22,2.33501,1.49951,1.03331,0.5582,0.42503,0.40703,0.25359,2.36159,1.55038,1.05847,0.000517059,0.000517059,0.000517059
56,2096.85,2.20821,1.43525,1.01984,0.55986,0.42097,0.40709,0.2528,2.36771,1.54404,1.06677,0.00050606,0.00050606,0.00050606
57,2117.99,2.27988,1.49238,1.02955,0.52213,0.43704,0.41368,0.25334,2.3735,1.54153,1.05842,0.000495062,0.000495062,0.000495062
58,2164.32,2.22635,1.46238,1.01151,0.52537,0.43285,0.41831,0.24875,2.44688,1.58139,1.05965,0.000484063,0.000484063,0.000484063
59,2218.66,2.26687,1.55471,1.00351,0.53538,0.42564,0.4158,0.24316,2.48482,1.59161,1.05768,0.000473064,0.000473064,0.000473064
60,2275.96,2.30558,1.50585,1.04494,0.55371,0.42913,0.40281,0.25087,2.40824,1.56896,1.04718,0.000462065,0.000462065,0.000462065
61,2332.94,2.18816,1.46049,0.98021,0.54592,0.42886,0.40401,0.25497,2.3753,1.54206,1.04895,0.000451066,0.000451066,0.000451066
62,2389.41,2.20098,1.44974,1.00626,0.54592,0.42886,0.40401,0.25497,2.3753,1.54206,1.04895,0.000440067,0.000440067,0.000440067
63,2449.42,2.16993,1.42945,1.01112,0.54016,0.43027,0.40429,0.25629,2.382,1.52676,1.05677,0.000429068,0.000429068,0.000429068
64,2506.29,2.11353,1.39887,0.99565,0.5501,0.42312,0.40957,0.2507,2.42224,1.55145,1.0602,0.000418069,0.000418069,0.000418069
65,2565.2,2.18007,1.43945,1.00729,0.57407,0.41795,0.40792,0.24845,2.4432,1.56224,1.06122,0.00040707,0.00040707,0.00040707
66,2623.34,2.23498,1.42451,1.00017,0.56803,0.41977,0.40383,0.25218,2.41615,1.55046,1.06332,0.000396071,0.000396071,0.000396071
67,2678.26,2.17859,1.38668,0.97806,0.5934,0.41827,0.41184,0.25471,2.36983,1.52399,1.06157,0.000385073,0.000385073,0.000385073
68,2731.42,2.15231,1.37809,1.00098,0.58482,0.41582,0.41254,0.25297,2.37222,1.51832,1.05499,0.000374074,0.000374074,0.000374074
69,2785.83,2.15349,1.39353,1.01394,0.59346,0.41464,0.4163,0.258,2.38014,1.51386,1.05049,0.000363075,0.000363075,0.000363075
70,2845.11,2.16467,1.38424,0.96943,0.59346,0.41464,0.4163,0.258,2.38014,1.51386,1.05049,0.000352076,0.000352076,0.000352076
